pair_id,pr_id_source,pr_id_target,repo_id,evidence_id,comment_id,comment_type,evidence_created_at,evidence_user,reference_kind,reference_number,reference_token,matched_text,rejection_reason
3943498499_3943523455,3943498499,3943523455,85431399,pr_comment:3903765849,3903765849,pr_comment,2026-02-15 08:40:55+00:00,justin808,local_hash,902,#902,Closing as superseded by #902.,
3943498499_3943523455,3943498499,3943523455,85431399,pr_comment:3903766076,3903766076,pr_comment,2026-02-15 08:41:01+00:00,justin808,local_hash,902,#902,Clarification: this was superseded by #902 because workflow-file changes caused a Claude review workflow validation failure.,
3947435827_3948438496,3947435827,3948438496,1036865607,pr_comment:3909245294,3909245294,pr_comment,2026-02-16 15:56:50+00:00,pelikhan,url,16138,https://github.com/github/gh-aw/pull/16138,Restarted in https://github.com/github/gh-aw/pull/16138,
3117769069_3117833393,3117833393,3117769069,494350706,pr_comment:2940032923,2940032923,pr_comment,2025-06-04 13:23:54+00:00,coderabbitai[bot],qualified,866,friendsofhyperf/components#866,"r: dispatch(ForgettingKey)
        Repo->>Dispatcher: dispatch(KeyForgetFailed)
    end
```

## Possibly related PRs

- friendsofhyperf/components#866：该 PR 直接测试了缓存仓库在 `forget` 方法成功或失败时分发正确事件的行为，与本次新增测试高度相关。

## Poem

> 🐇  
> 测试仓库忘记键，  
> 成败分明各一边。  
> 事件分发皆有据，  
> 单元验证最周",
4108667448_4108724297,4108724297,4108667448,1165507389,pr_comment:4105400545,4105400545,pr_comment,2026-03-22 04:02:45+00:00,AliceLJY,local_hash,292,#292,"onflicts with `main`. Could you please rebase against the latest `main`? 

We noticed you have a series of related PRs (#292, #293, #294, #295) — if there are ordering dependencies, let us know the preferred merge order so we can coordinate.",
4108714375_4108724297,4108724297,4108714375,1165507389,pr_comment:4105400545,4105400545,pr_comment,2026-03-22 04:02:45+00:00,AliceLJY,local_hash,293,#293,"ts with `main`. Could you please rebase against the latest `main`? 

We noticed you have a series of related PRs (#292, #293, #294, #295) — if there are ordering dependencies, let us know the preferred merge order so we can coordinate.",
4108724297_4108728834,4108724297,4108728834,1165507389,pr_comment:4105400545,4105400545,pr_comment,2026-03-22 04:02:45+00:00,AliceLJY,local_hash,295,#295,"n`. Could you please rebase against the latest `main`? 

We noticed you have a series of related PRs (#292, #293, #294, #295) — if there are ordering dependencies, let us know the preferred merge order so we can coordinate.",
4108724297_4108728834,4108724297,4108728834,1165507389,pr_comment:4105697736,4105697736,pr_comment,2026-03-22 07:04:34+00:00,rwmjhb,local_hash,295,#295,"Closing: this PR is a subset of #295 (same author, #295 includes all files from this PR plus host integration layer).",
4108724297_4108728834,4108724297,4108728834,1165507389,pr_comment:4105697736,4105697736,pr_comment,2026-03-22 07:04:34+00:00,rwmjhb,local_hash,295,#295,"Closing: this PR is a subset of #295 (same author, #295 includes all files from this PR plus host integration layer).",
4071795429_4074657531,4071795429,4074657531,1103012935,pr_comment:4059515967,4059515967,pr_comment,2026-03-14 04:38:56+00:00,jdrhyne,local_hash,45742,#45742,Superseded by #45742 from a writable fork branch. This replacement carries the original change plus the required CI and review follow-up fix,
3976147584_3976172447,3976147584,3976172447,537233603,pr_comment:3942513430,3942513430,pr_comment,2026-02-23 04:16:53+00:00,yongkangc,local_hash,22479,#22479," PR that combines the best of #22478 (single-channel event-driven architecture, LazyHashedPostState compatibility) with #22479 (withdrawals root, improved abort safety, bloom correctness).",
4172215350_4174017584,4172215350,4174017584,975734319,pr_comment:4187145158,4187145158,pr_comment,2026-04-04 13:49:38+00:00,francofl99,url,20129,https://github.com/anomalyco/opencode/pull/20129,@HaleTom I replaced this pull by https://github.com/anomalyco/opencode/pull/20129,
3155637347_3157990704,3157990704,3155637347,685141528,pr_comment:2985694211,2985694211,pr_comment,2025-06-18 21:08:14+00:00,paulclindo,url,1012,https://github.com/dcSpark/shinkai-local-ai-agents/pull/1012,Resolved in https://github.com/dcSpark/shinkai-local-ai-agents/pull/1012,
3088758509_3603708779,3603708779,3088758509,234231371,pr_comment:3506676263,3506676263,pr_comment,2025-11-08 16:07:06+00:00,coderabbitai[bot],qualified,3476,gofiber/fiber#3476,"` in handler continuation
  - impact of generated interface change on other implementations

## Possibly related PRs

- gofiber/fiber#3476 — modifies app/context routing and AcquireCtx behavior; closely related to per-request custom context wiring.  
- gofib",
4108315792_4154761633,4154761633,4108315792,1136590548,pr_comment:4144245507,4144245507,pr_comment,2026-03-27 17:46:22+00:00,coderabbitai[bot],qualified,723,affaan-m/everything-claude-code#723,"cy alias when migrating.|

## Estimated code review effort

🎯 3 (Moderate) | ⏱️ ~20 minutes

## Possibly related PRs

- affaan-m/everything-claude-code#723: Overlapping changes to canonicalizing Context7 MCP naming and associated docs/scripts.  
- affaan-m/everything-claude-",
3930433969_3973726307,3973726307,3930433969,1134220362,pr_comment:3940283574,3940283574,pr_comment,2026-02-22 06:32:52+00:00,coderabbitai[bot],qualified,408,accomplish-ai/accomplish#408,"e-dark and dark tokens
```

## Estimated code review effort

🎯 4 (Complex) | ⏱️ ~45 minutes

## Possibly related PRs

- accomplish-ai/accomplish#408: Extends the same theming codepath by adding the 'pure-dark' variant across storage, IPC, and UI.
- accomplish-ai/accom",
3956889060_3973726307,3973726307,3956889060,1134220362,pr_comment:3940283574,3940283574,pr_comment,2026-02-22 06:32:52+00:00,coderabbitai[bot],qualified,543,accomplish-ai/accomplish#543,"h-ai/accomplish#408: Extends the same theming codepath by adding the 'pure-dark' variant across storage, IPC, and UI.
- accomplish-ai/accomplish#543: Overlaps on global/theme/tailwind and UI token modifications (overlay/backdrop and token mappings).
- accomplish-ai/ac",
3911944604_3912009370,3912009370,3911944604,41117523,pr_comment:3866203045,3866203045,pr_comment,2026-02-08 05:27:42+00:00,claude[bot],local_hash,2370,#2370,"

---

### Potential Considerations

**1. Migration Path (Minor)**
While this PR correctly notes it should merge before #2370 to minimize rebase churn, consider:
- Are there other open PRs editing CLAUDE.md that should be tracked?
- Would a foll",
3911693407_3912009370,3912009370,3911693407,41117523,pr_comment:3866221330,3866221330,pr_comment,2026-02-08 05:43:58+00:00,claude[bot],local_hash,2366,#2366," to references improves token efficiency for AI agents:
- CLAUDE.md: 68 lines → 38 lines (44% reduction mentioned in PR #2366)
- References allow progressive disclosure - agents load only what they need

---

## Security Concerns

**None identif",
3897544619_3957185553,3957185553,3897544619,1141797801,pr_comment:3920071383,3920071383,pr_comment,2026-02-18 10:44:56+00:00,coderabbitai[bot],qualified,3,bbylw/clawdbot-cn#3,"adge image in README.md.|

## Estimated code review effort

🎯 1 (Trivial) | ⏱️ ~3 minutes

## Possibly related PRs

- **bbylw/clawdbot-cn#3**: Both PRs modify the contributors section in README files, replacing inline avatar blocks with a contributors badge.
",
3944303474_3944562381,3944303474,3944562381,1151870687,pr_comment:3904895082,3904895082,pr_comment,2026-02-15 17:42:02+00:00,lawyered0,local_hash,290,#290,"Superseded by #290. This replacement keeps the same minimal fix and tests, rebased on current develop. (Force-push to the existing branch ",
3988950218_4042498108,3988950218,4042498108,1147585130,pr_comment:4020511023,4020511023,pr_comment,2026-03-09 01:21:54+00:00,jedrazb,url,103,https://github.com/eigenpal/docx-editor/pull/103,"This PR got stuck at review, selective xml save is implemented in https://github.com/eigenpal/docx-editor/pull/103 ",
3942449794_3943072102,3942449794,3943072102,722184017,pr_comment:3903223901,3903223901,pr_comment,2026-02-15 04:35:44+00:00,petekp,local_hash,3309,#3309,"Superseded by #3309, which now contains this PR's unique docs delta plus the full staged bundle. Closing to avoid duplicate merge paths.",
3349747713_3414469996,3414469996,3349747713,669466632,pr_comment:3289112571,3289112571,pr_comment,2025-09-14 02:35:48+00:00,coderabbitai[bot],qualified,946,selfxyz/self#946,"fxyz/self#1068 — Related edits to `.github/workflows/mobile-e2e.yml`, including job timeout and Android CI changes.  
- selfxyz/self#946 — Changes around Android Gradle caching/action usage and build invocation; touches similar CI steps.  
- selfxyz/self#9",
3329068934_3414469996,3414469996,3329068934,669466632,pr_comment:3289112571,3289112571,pr_comment,2025-09-14 02:35:48+00:00,coderabbitai[bot],qualified,914,selfxyz/self#914,"lfxyz/self#946 — Changes around Android Gradle caching/action usage and build invocation; touches similar CI steps.  
- selfxyz/self#914 — Modifies emulator virtualization/KVM flags; directly related to KVM/emulator configuration changes.

## Suggested rev",
3414469996_3424037104,3414469996,3424037104,669466632,pr_comment:3309823671,3309823671,pr_comment,2025-09-18 21:48:37+00:00,transphorm,url,1080,https://github.com/selfxyz/self/pull/1080,"his pull request was created.

we converted to a build check step [to check the cloning of `android-passport-reader`](https://github.com/selfxyz/self/pull/1080/files)",
4101795855_4111539865,4111539865,4101795855,1103012935,pr_comment:4102652672,4102652672,pr_comment,2026-03-21 06:56:15+00:00,eggyrooch-blip,local_hash,50454,#50454,"Closing this duplicate in favor of #50454.

Both PRs now carry the same scoped transcript-header cwd fix, but #50454 already has the older clean history and succ",
4101795855_4111539865,4111539865,4101795855,1103012935,pr_comment:4102652672,4102652672,pr_comment,2026-03-21 06:56:15+00:00,eggyrooch-blip,local_hash,50454,#50454,"Closing this duplicate in favor of #50454.

Both PRs now carry the same scoped transcript-header cwd fix, but #50454 already has the older clean history and successful CI run, so that remains the canonical PR for upgrade tracking.",
4101795855_4111539865,4111539865,4101795855,1103012935,pr_comment:4102656154,4102656154,pr_comment,2026-03-21 06:56:43+00:00,eggyrooch-blip,local_hash,50454,#50454,"Closing in favor of #50454, which already carries the same transcript-header cwd fix with the canonical clean CI run for upgrade tracking.",
3483374017_3497792329,3497792329,3483374017,932490533,pr_comment:3384289564,3384289564,pr_comment,2025-10-09 06:21:37+00:00,coderabbitai[bot],qualified,958,ThinkInAIXYZ/deepchat#958,"Z/deepchat#947 — modifies playground UI and renderer demos; overlaps with `PlaygroundTabView.vue` and demo additions.
- ThinkInAIXYZ/deepchat#958 — related dependency and UI primitive adjustments (reka-ui / shadcn primitives).

## Suggested reviewers
- deepinfect

",
3369967568_3389349457,3389349457,3369967568,227265548,pr_comment:3260610061,3260610061,pr_comment,2025-09-06 04:38:51+00:00,coderabbitai[bot],qualified,1759,gluesql/gluesql#1759,"GH->>Repo: Commit & push
```

## Estimated code review effort
🎯 4 (Complex) | ⏱️ ~45 minutes

## Possibly related PRs
- gluesql/gluesql#1759 — earlier artifact upload and branch/commit metadata handling in `.github/workflows/coverage.yml`.
- gluesql/gluesql#17",
3378621678_3389349457,3389349457,3378621678,227265548,pr_comment:3260610061,3260610061,pr_comment,2025-09-06 04:38:51+00:00,coderabbitai[bot],qualified,1761,gluesql/gluesql#1761,"uesql/gluesql#1759 — earlier artifact upload and branch/commit metadata handling in `.github/workflows/coverage.yml`.
- gluesql/gluesql#1761 — changes branch-name sanitization and artifact naming in `.github/workflows/coverage.yml`.
- gluesql/gluesql#1707 — re",
3972974859_3979979566,3979979566,3972974859,271553915,pr_comment:3947233567,3947233567,pr_comment,2026-02-23 20:43:22+00:00,coderabbitai[bot],qualified,2333,Sequel-Ace/Sequel-Ace#2333,"alizer for serialization.|

## Estimated code review effort

🎯 1 (Trivial) | ⏱️ ~3 minutes

## Possibly related PRs

- [Sequel-Ace/Sequel-Ace#2333](https://github.com/Sequel-Ace/Sequel-Ace/pull/2333) — Modifies the same SPProcessListController serialization method a",
3972974859_3979979566,3979979566,3972974859,271553915,pr_comment:3947233567,3947233567,pr_comment,2026-02-23 20:43:22+00:00,coderabbitai[bot],url,2333,https://github.com/Sequel-Ace/Sequel-Ace/pull/2333,"## Estimated code review effort

🎯 1 (Trivial) | ⏱️ ~3 minutes

## Possibly related PRs

- [Sequel-Ace/Sequel-Ace#2333](https://github.com/Sequel-Ace/Sequel-Ace/pull/2333) — Modifies the same SPProcessListController serialization method and unifies process-row serialization logic with SPPr",
4076882300_4076889645,4076889645,4076882300,938859604,pr_comment:4061544426,4061544426,pr_comment,2026-03-14 22:24:04+00:00,coderabbitai[bot],qualified,1548,Mai-with-u/MaiBot#1548,"ai-with-u/MaiBot#1550 — 修改相同的机器人身份代码路径：调整 is_bot_self 参数顺序并集中化平台感知的 bot 账号解析（get_bot_account / get_all_bot_accounts）。
- Mai-with-u/MaiBot#1548 — 同步更改 pyproject.toml 的 dev 依赖组（pytest、pytest-asyncio、ruff、zstandard）。

<!-- walkthrough_end -->

<!-- pre_merge_checks",
3878241640_3878360579,3878241640,3878360579,1106293815,pr_comment:3827320434,3827320434,pr_comment,2026-01-31 03:17:35+00:00,bmdavis419,local_hash,147,#147,"* **#147** <a href=""https://app.graphite.com/github/pr/davis7dotsh/better-context/147?utm_source=stack-comment-icon"" target=""_bl",
3878241294_3878241640,3878241640,3878241294,1106293815,pr_comment:3827320434,3827320434,pr_comment,2026-01-31 03:17:35+00:00,bmdavis419,local_hash,144,#144,"pr/davis7dotsh/better-context/145?utm_source=stack-comment-view-in-graphite"" target=""_blank"">(View in Graphite)</a>
* **#144** <a href=""https://app.graphite.com/github/pr/davis7dotsh/better-context/144?utm_source=stack-comment-icon"" target=""_bl",
3878241640_3878241890,3878241640,3878241890,1106293815,pr_comment:3827320434,3827320434,pr_comment,2026-01-31 03:17:35+00:00,bmdavis419,local_hash,146,#146,"//static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a>: 1 other dependent PR ([#146](https://github.com/davis7dotsh/better-context/pull/146) <a href=""https://app.graphite.com/github/pr/davis7dotsh/better",
3878241640_3878241890,3878241640,3878241890,1106293815,pr_comment:3827320434,3827320434,pr_comment,2026-01-31 03:17:35+00:00,bmdavis419,url,146,https://github.com/davis7dotsh/better-context/pull/146,"ic.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a>: 1 other dependent PR ([#146](https://github.com/davis7dotsh/better-context/pull/146) <a href=""https://app.graphite.com/github/pr/davis7dotsh/better-context/146?utm_source=stack-comment-icon"" target=""_bla",
3767473760_3767705037,3767473760,3767705037,3782004,pr_comment:3696843354,3696843354,pr_comment,2025-12-29 15:37:58+00:00,Copilot,local_hash,172,#172,"@MylesBorins I've opened a new pull request, #172, to work on those changes. Once the pull request is ready, I'll request review from you.",
4046010653_4117372768,4046010653,4117372768,1103012935,pr_comment:4117798564,4117798564,pr_comment,2026-03-24 12:22:25+00:00,mbelinky,local_hash,52516,#52516,"This has been superseded by the merged version in #52516.

Merged PR: https://github.com/openclaw/openclaw/pull/52516
Merge commit: https://github.com/openclaw/openclaw/commit/",
4046010653_4117372768,4046010653,4117372768,1103012935,pr_comment:4117798564,4117798564,pr_comment,2026-03-24 12:22:25+00:00,mbelinky,url,52516,https://github.com/openclaw/openclaw/pull/52516,"This has been superseded by the merged version in #52516.

Merged PR: https://github.com/openclaw/openclaw/pull/52516
Merge commit: https://github.com/openclaw/openclaw/commit/922f4e66ea1af8963ec9c16b4c116c22bc5014be

That landed slice k",
4017176052_4017217542,4017217542,4017176052,54298946,pr_comment:3991920514,3991920514,pr_comment,2026-03-03 15:46:38+00:00,yohanfernando,url,47524,https://github.com/camunda/camunda/pull/47524,Already suggested in https://github.com/camunda/camunda/pull/47524 - closing this,
4016123638_4085357449,4085357449,4016123638,442321089,pr_comment:4071329316,4071329316,pr_comment,2026-03-16 23:38:30+00:00,coderabbitai[bot],qualified,1739,Cap-go/capgo#1739,"p-go/capgo#1512 — Modifications to RBAC checks that affect `rbac_check_permission_direct` behavior referenced here.  
- Cap-go/capgo#1739 — Updates to `rbac_check_permission_direct` implementation relied upon by the refactored `get_app_versions`.  

## Poem",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902121263,3902121263,pr_comment,2026-02-14 16:17:41+00:00,github-actions[bot],local_hash,239,#239,"ed duration, and both min/max boundary acceptance. Good coverage of the validation logic.

### 6. PR dependency note
PR #239 is declared as a dependency and is still OPEN. This PR appears to contain the full validation logic (body shape + durat",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902121263,3902121263,pr_comment,2026-02-14 16:17:41+00:00,github-actions[bot],local_hash,239,#239,"dation logic (body shape + duration range), so the dependency relationship should be clarified — does this PR supersede #239 or layer on top of it?

### 7. Decision
**REQUEST CHANGES**

The TypeScript strict mode compilation issue must be fixed",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902123833,3902123833,pr_comment,2026-02-14 16:19:51+00:00,github-actions[bot],local_hash,239,#239,"onse will echo the truncated value, not what the caller sent.

### Dependency note

This PR declares a dependency on PR #239, which is still **OPEN**. PR #239 adds the duration range validation that this PR layers body-shape validation on top o",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902123833,3902123833,pr_comment,2026-02-14 16:19:51+00:00,github-actions[bot],local_hash,239,#239,", not what the caller sent.

### Dependency note

This PR declares a dependency on PR #239, which is still **OPEN**. PR #239 adds the duration range validation that this PR layers body-shape validation on top of. There appears to be overlap: th",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902123833,3902123833,pr_comment,2026-02-14 16:19:51+00:00,github-actions[bot],local_hash,239,#239,roduces `MIN_AUDIO_RECORD_DURATION_MS`/`MAX_AUDIO_RECORD_DURATION_MS` constants and range checks that may also exist in #239. The merge order matters — whoever merges second will need to resolve conflicts. Given that both PRs touch the same cod,
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902123833,3902123833,pr_comment,2026-02-14 16:19:51+00:00,github-actions[bot],local_hash,239,#239,". Given that both PRs touch the same code block, it would be cleaner to consolidate them, but this is workable as-is if #239 merges first.

**Decision:** APPROVE

The validation logic is correct, tests are adequate, and the changes improve secu",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902123833,3902123833,pr_comment,2026-02-14 16:19:51+00:00,github-actions[bot],local_hash,239,#239,"ests are adequate, and the changes improve security by rejecting malformed input at the API boundary. The dependency on #239 should be resolved before merging — merge #239 first, then rebase this PR to resolve any conflicts.",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902123833,3902123833,pr_comment,2026-02-14 16:19:51+00:00,github-actions[bot],local_hash,239,#239,"rity by rejecting malformed input at the API boundary. The dependency on #239 should be resolved before merging — merge #239 first, then rebase this PR to resolve any conflicts.",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902124138,3902124138,pr_comment,2026-02-14 16:20:08+00:00,github-actions[bot],local_hash,239,#239," fractional millisecond issues
- Good boundary tests for min/max duration values

### Issue: PR dependency overlap with #239

The PR description says:

> This is intended as the follow-up to PR #239. Merge #239 first, then this PR for body-shap",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902124138,3902124138,pr_comment,2026-02-14 16:20:08+00:00,github-actions[bot],local_hash,239,#239,"values

### Issue: PR dependency overlap with #239

The PR description says:

> This is intended as the follow-up to PR #239. Merge #239 first, then this PR for body-shape validation layering.

However, comparing the diffs: **this PR fully subs",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902124138,3902124138,pr_comment,2026-02-14 16:20:08+00:00,github-actions[bot],local_hash,239,#239,"Issue: PR dependency overlap with #239

The PR description says:

> This is intended as the follow-up to PR #239. Merge #239 first, then this PR for body-shape validation layering.

However, comparing the diffs: **this PR fully subsumes #239**.",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902124138,3902124138,pr_comment,2026-02-14 16:20:08+00:00,github-actions[bot],local_hash,239,#239,"ge #239 first, then this PR for body-shape validation layering.

However, comparing the diffs: **this PR fully subsumes #239**. Both PRs start from the same base (`index 0fb2d48`) and modify the exact same lines in `sandbox-routes.ts`. PR #239 ",
3941671386_3941673512,3941673512,3941671386,1151870687,pr_comment:3902124138,3902124138,pr_comment,2026-02-14 16:20:08+00:00,github-actions[bot],local_hash,239,#239, #239**. Both PRs start from the same base (`index 0fb2d48`) and modify the exact same lines in `sandbox-routes.ts`. PR #239 adds duration validation only; this PR adds duration validation *plus* body-shape validation around it. They are not st,
