pair_id,layer,pr_url_a,pr_url_b,evidence_page,same_intent,different_accounts,prior_awareness,discussion_consensus,label,master_pr_id,duplicate_pr_id,evidence_notes,reviewer_id,reviewed_at_utc
3495266554_3500735034,B,https://github.com/flint-fyi/flint/pull/384,https://github.com/flint-fyi/flint/pull/404,review.html#pair-3495266554_3500735034,,,,,,,,,,
3563809574_3576857647,B,https://github.com/DaveSkender/Stock.Indicators/pull/1652,https://github.com/DaveSkender/Stock.Indicators/pull/1702,review.html#pair-3563809574_3576857647,,,,,,,,,,
3944591306_3944628391,B,https://github.com/milady-ai/milady/pull/292,https://github.com/milady-ai/milady/pull/293,review.html#pair-3944591306_3944628391,,,,,,,,,,
4004843173_4005241019,B,https://github.com/gastownhall/beads/pull/2186,https://github.com/gastownhall/beads/pull/2199,review.html#pair-4004843173_4005241019,,,,,,,,,,
4030030414_4140145499,B,https://github.com/ambient-code/agentready/pull/334,https://github.com/ambient-code/agentready/pull/357,review.html#pair-4030030414_4140145499,,,,,,,,,,
3768516128_3771901595,B,https://github.com/enhancer-app/enhancer/pull/126,https://github.com/enhancer-app/enhancer/pull/128,review.html#pair-3768516128_3771901595,,,,,,,,,,
4010194452_4016432451,B,https://github.com/sanity-io/sanity/pull/12277,https://github.com/sanity-io/sanity/pull/12293,review.html#pair-4010194452_4016432451,,,,,,,,,,
3783240830_4018066327,B,https://github.com/dotnet/runtime/pull/122907,https://github.com/dotnet/runtime/pull/125142,review.html#pair-3783240830_4018066327,,,,,,,,,,
3872985148_4098213127,B,https://github.com/microsoft/typespec/pull/9521,https://github.com/microsoft/typespec/pull/10079,review.html#pair-3872985148_4098213127,,,,,,,,,,
3177155948_3730709639,B,https://github.com/Azure/azure-dev/pull/5404,https://github.com/Azure/azure-dev/pull/6377,review.html#pair-3177155948_3730709639,,,,,,,,,,
3620469836_3621172440,B,https://github.com/elementary-data/dbt-data-reliability/pull/889,https://github.com/elementary-data/dbt-data-reliability/pull/891,review.html#pair-3620469836_3621172440,,,,,,,,,,
3802762758_3816139141,B,https://github.com/microsoft/typespec/pull/9330,https://github.com/microsoft/typespec/pull/9390,review.html#pair-3802762758_3816139141,,,,,,,,,,
3882931524_3883239537,B,https://github.com/codingjoe/django-health-check/pull/577,https://github.com/codingjoe/django-health-check/pull/582,review.html#pair-3882931524_3883239537,,,,,,,,,,
3355031079_3372252681,B,https://github.com/zapier/zapier-platform/pull/1127,https://github.com/zapier/zapier-platform/pull/1146,review.html#pair-3355031079_3372252681,,,,,,,,,,
3412169606_3935337932,B,https://github.com/dotnet/efcore/pull/36769,https://github.com/dotnet/efcore/pull/37694,review.html#pair-3412169606_3935337932,,,,,,,,,,
3950872983_3951227455,B,https://github.com/zeroclaw-labs/zeroclaw/pull/482,https://github.com/zeroclaw-labs/zeroclaw/pull/489,review.html#pair-3950872983_3951227455,,,,,,,,,,
3987747507_3987859555,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1741,https://github.com/zeroclaw-labs/zeroclaw/pull/1750,review.html#pair-3987747507_3987859555,,,,,,,,,,
3906687690_3906729458,B,https://github.com/openclaw/openclaw/pull/10396,https://github.com/openclaw/openclaw/pull/10406,review.html#pair-3906687690_3906729458,,,,,,,,,,
3987746799_3987771859,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1740,https://github.com/zeroclaw-labs/zeroclaw/pull/1746,review.html#pair-3987746799_3987771859,,,,,,,,,,
3987748248_3987779300,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1742,https://github.com/zeroclaw-labs/zeroclaw/pull/1747,review.html#pair-3987748248_3987779300,,,,,,,,,,
3987750869_3987791257,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1745,https://github.com/zeroclaw-labs/zeroclaw/pull/1748,review.html#pair-3987750869_3987791257,,,,,,,,,,
4101795855_4111539865,B,https://github.com/openclaw/openclaw/pull/50454,https://github.com/openclaw/openclaw/pull/51442,review.html#pair-4101795855_4111539865,,,,,,,,,,
3118224125_3174712935,B,https://github.com/go-vikunja/vikunja/pull/868,https://github.com/go-vikunja/vikunja/pull/1019,review.html#pair-3118224125_3174712935,,,,,,,,,,
3903584901_3903711419,B,https://github.com/openclaw/openclaw/pull/9898,https://github.com/openclaw/openclaw/pull/9911,review.html#pair-3903584901_3903711419,,,,,,,,,,
3923157436_3923163770,B,https://github.com/marin-community/marin/pull/2740,https://github.com/marin-community/marin/pull/2741,review.html#pair-3923157436_3923163770,,,,,,,,,,
3987557486_3987771859,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1726,https://github.com/zeroclaw-labs/zeroclaw/pull/1746,review.html#pair-3987557486_3987771859,,,,,,,,,,
3987563846_3987859555,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1730,https://github.com/zeroclaw-labs/zeroclaw/pull/1750,review.html#pair-3987563846_3987859555,,,,,,,,,,
3987569866_3987779300,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1731,https://github.com/zeroclaw-labs/zeroclaw/pull/1747,review.html#pair-3987569866_3987779300,,,,,,,,,,
3987570142_3987859569,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1733,https://github.com/zeroclaw-labs/zeroclaw/pull/1751,review.html#pair-3987570142_3987859569,,,,,,,,,,
3987572570_3987791257,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1736,https://github.com/zeroclaw-labs/zeroclaw/pull/1748,review.html#pair-3987572570_3987791257,,,,,,,,,,
4040134733_4040183611,B,https://github.com/openclaw/openclaw/pull/39346,https://github.com/openclaw/openclaw/pull/39361,review.html#pair-4040134733_4040183611,,,,,,,,,,
4062463294_4077719291,B,https://github.com/tenstorrent/tt-metal/pull/39692,https://github.com/tenstorrent/tt-metal/pull/39908,review.html#pair-4062463294_4077719291,,,,,,,,,,
4066106382_4067475881,B,https://github.com/affaan-m/everything-claude-code/pull/414,https://github.com/affaan-m/everything-claude-code/pull/417,review.html#pair-4066106382_4067475881,,,,,,,,,,
4096812211_4098527205,B,https://github.com/openclaw/openclaw/pull/49951,https://github.com/openclaw/openclaw/pull/50099,review.html#pair-4096812211_4098527205,,,,,,,,,,
4096850197_4098527205,B,https://github.com/openclaw/openclaw/pull/49953,https://github.com/openclaw/openclaw/pull/50099,review.html#pair-4096850197_4098527205,,,,,,,,,,
4097024003_4098527205,B,https://github.com/openclaw/openclaw/pull/49966,https://github.com/openclaw/openclaw/pull/50099,review.html#pair-4097024003_4098527205,,,,,,,,,,
4108737501_4111684568,B,https://github.com/openclaw/openclaw/pull/51129,https://github.com/openclaw/openclaw/pull/51472,review.html#pair-4108737501_4111684568,,,,,,,,,,
4118045261_4119184503,B,https://github.com/web-infra-dev/midscene/pull/2200,https://github.com/web-infra-dev/midscene/pull/2204,review.html#pair-4118045261_4119184503,,,,,,,,,,
3984858957_3987779300,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1669,https://github.com/zeroclaw-labs/zeroclaw/pull/1747,review.html#pair-3984858957_3987779300,,,,,,,,,,
3985131354_3987791257,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1678,https://github.com/zeroclaw-labs/zeroclaw/pull/1748,review.html#pair-3985131354_3987791257,,,,,,,,,,
4023800183_4033557361,B,https://github.com/shakacode/react_on_rails/pull/2530,https://github.com/shakacode/react_on_rails/pull/2544,review.html#pair-4023800183_4033557361,,,,,,,,,,
3558541906_4173111020,B,https://github.com/brainiak/brainiak/pull/562,https://github.com/brainiak/brainiak/pull/564,review.html#pair-3558541906_4173111020,,,,,,,,,,
3679881371_4106708480,B,https://github.com/OpenMS/OpenMS/pull/8416,https://github.com/OpenMS/OpenMS/pull/8960,review.html#pair-3679881371_4106708480,,,,,,,,,,
3852277423_3852826747,B,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/133,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/142,review.html#pair-3852277423_3852826747,,,,,,,,,,
3940698137_3940719958,B,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/545,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/546,review.html#pair-3940698137_3940719958,,,,,,,,,,
3940698137_3940779183,B,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/545,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/547,review.html#pair-3940698137_3940779183,,,,,,,,,,
3940698137_3941278499,B,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/545,https://github.com/rudrankriyam/App-Store-Connect-CLI/pull/548,review.html#pair-3940698137_3941278499,,,,,,,,,,
3984858957_3987748248,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1669,https://github.com/zeroclaw-labs/zeroclaw/pull/1742,review.html#pair-3984858957_3987748248,,,,,,,,,,
3984876447_3987749187,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1671,https://github.com/zeroclaw-labs/zeroclaw/pull/1743,review.html#pair-3984876447_3987749187,,,,,,,,,,
3985131354_3987750869,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1678,https://github.com/zeroclaw-labs/zeroclaw/pull/1745,review.html#pair-3985131354_3987750869,,,,,,,,,,
4057356532_4058185444,B,https://github.com/micasa-dev/micasa/pull/753,https://github.com/micasa-dev/micasa/pull/759,review.html#pair-4057356532_4058185444,,,,,,,,,,
4177816276_4178423685,B,https://github.com/milady-ai/milady/pull/1538,https://github.com/milady-ai/milady/pull/1541,review.html#pair-4177816276_4178423685,,,,,,,,,,
3941671386_3941673512,B,https://github.com/milady-ai/milady/pull/239,https://github.com/milady-ai/milady/pull/240,review.html#pair-3941671386_3941673512,,,,,,,,,,
4021538167_4025724047,B,https://github.com/yanyiwu/nodejieba/pull/255,https://github.com/yanyiwu/nodejieba/pull/257,review.html#pair-4021538167_4025724047,,,,,,,,,,
3936659502_3936751235,B,https://github.com/openclaw/openclaw/pull/15383,https://github.com/openclaw/openclaw/pull/15402,review.html#pair-3936659502_3936751235,,,,,,,,,,
4031425482_4032267166,B,https://github.com/ClawBio/ClawBio/pull/25,https://github.com/ClawBio/ClawBio/pull/26,review.html#pair-4031425482_4032267166,,,,,,,,,,
3077731351_3077757905,B,https://github.com/microsoft/ApplicationInsights-JS/pull/2535,https://github.com/microsoft/ApplicationInsights-JS/pull/2536,review.html#pair-3077731351_3077757905,,,,,,,,,,
3961208642_3961581756,B,https://github.com/tenstorrent/tt-metal/pull/38108,https://github.com/tenstorrent/tt-metal/pull/38112,review.html#pair-3961208642_3961581756,,,,,,,,,,
3546071229_3546072217,B,https://github.com/dotnet/runtime/pull/121030,https://github.com/dotnet/runtime/pull/121031,review.html#pair-3546071229_3546072217,,,,,,,,,,
3563595496_3563624739,B,https://github.com/freenet/freenet-core/pull/2030,https://github.com/freenet/freenet-core/pull/2031,review.html#pair-3563595496_3563624739,,,,,,,,,,
3827070841_3971999744,B,https://github.com/nevalang/neva/pull/1004,https://github.com/nevalang/neva/pull/1030,review.html#pair-3827070841_3971999744,,,,,,,,,,
3336529806_3336586128,B,https://github.com/IgniteUI/igniteui-cli/pull/1408,https://github.com/IgniteUI/igniteui-cli/pull/1410,review.html#pair-3336529806_3336586128,,,,,,,,,,
3834522717_3834559234,B,https://github.com/doobidoo/mcp-memory-service/pull/370,https://github.com/doobidoo/mcp-memory-service/pull/371,review.html#pair-3834522717_3834559234,,,,,,,,,,
3943754588_3943812860,B,https://github.com/shakacode/shakapacker/pull/909,https://github.com/shakacode/shakapacker/pull/918,review.html#pair-3943754588_3943812860,,,,,,,,,,
3975003829_3975145489,B,https://github.com/milady-ai/milady/pull/452,https://github.com/milady-ai/milady/pull/455,review.html#pair-3975003829_3975145489,,,,,,,,,,
3983629099_3986793730,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1639,https://github.com/zeroclaw-labs/zeroclaw/pull/1716,review.html#pair-3983629099_3986793730,,,,,,,,,,
4089737986_4091432724,B,https://github.com/githubnext/agentics/pull/279,https://github.com/githubnext/agentics/pull/282,review.html#pair-4089737986_4091432724,,,,,,,,,,
3269855596_3367115416,B,https://github.com/livestorejs/livestore/pull/528,https://github.com/livestorejs/livestore/pull/591,review.html#pair-3269855596_3367115416,,,,,,,,,,
3931586318_3931607040,B,https://github.com/microsoft/GitHub-Copilot-for-Azure/pull/893,https://github.com/microsoft/GitHub-Copilot-for-Azure/pull/894,review.html#pair-3931586318_3931607040,,,,,,,,,,
3941981208_3942018492,B,https://github.com/milady-ai/milady/pull/252,https://github.com/milady-ai/milady/pull/253,review.html#pair-3941981208_3942018492,,,,,,,,,,
4055115110_4076804676,B,https://github.com/mybatis/scala/pull/259,https://github.com/mybatis/scala/pull/261,review.html#pair-4055115110_4076804676,,,,,,,,,,
4124946207_4124986285,B,https://github.com/PlayFab/thundernetes/pull/505,https://github.com/PlayFab/thundernetes/pull/506,review.html#pair-4124946207_4124986285,,,,,,,,,,
3113159496_3113175166,B,https://github.com/celestiaorg/docs/pull/2065,https://github.com/celestiaorg/docs/pull/2070,review.html#pair-3113159496_3113175166,,,,,,,,,,
3644673476_3644687607,B,https://github.com/beyond-all-reason/Beyond-All-Reason/pull/6269,https://github.com/beyond-all-reason/Beyond-All-Reason/pull/6270,review.html#pair-3644673476_3644687607,,,,,,,,,,
3745346289_3745939833,B,https://github.com/github/gh-aw/pull/6905,https://github.com/github/gh-aw/pull/6909,review.html#pair-3745346289_3745939833,,,,,,,,,,
3930462016_4093527410,B,https://github.com/tenstorrent/tt-metal/pull/37715,https://github.com/tenstorrent/tt-metal/pull/40166,review.html#pair-3930462016_4093527410,,,,,,,,,,
3941545068_3941557453,B,https://github.com/agentjido/jido/pull/143,https://github.com/agentjido/jido/pull/144,review.html#pair-3941545068_3941557453,,,,,,,,,,
3943748407_3943770012,B,https://github.com/shakacode/shakapacker/pull/906,https://github.com/shakacode/shakapacker/pull/910,review.html#pair-3943748407_3943770012,,,,,,,,,,
3990472914_3990650535,B,https://github.com/dora-rs/dora/pull/1376,https://github.com/dora-rs/dora/pull/1378,review.html#pair-3990472914_3990650535,,,,,,,,,,
4034809527_4036500325,B,https://github.com/gastownhall/beads/pull/2403,https://github.com/gastownhall/beads/pull/2426,review.html#pair-4034809527_4036500325,,,,,,,,,,
4041727921_4049189316,B,https://github.com/rmusser01/tldw_server/pull/840,https://github.com/rmusser01/tldw_server/pull/849,review.html#pair-4041727921_4049189316,,,,,,,,,,
4086947359_4093030541,B,https://github.com/tenstorrent/tt-metal/pull/40014,https://github.com/tenstorrent/tt-metal/pull/40162,review.html#pair-4086947359_4093030541,,,,,,,,,,
4086947359_4100080033,B,https://github.com/tenstorrent/tt-metal/pull/40014,https://github.com/tenstorrent/tt-metal/pull/40274,review.html#pair-4086947359_4100080033,,,,,,,,,,
3248139288_3267605140,B,https://github.com/graphistry/pygraphistry/pull/708,https://github.com/graphistry/pygraphistry/pull/716,review.html#pair-3248139288_3267605140,,,,,,,,,,
3267602007_3268892130,B,https://github.com/graphistry/pygraphistry/pull/715,https://github.com/graphistry/pygraphistry/pull/717,review.html#pair-3267602007_3268892130,,,,,,,,,,
3267605140_3268895644,B,https://github.com/graphistry/pygraphistry/pull/716,https://github.com/graphistry/pygraphistry/pull/718,review.html#pair-3267605140_3268895644,,,,,,,,,,
3284716913_3284744602,B,https://github.com/microsoft/vscode/pull/259252,https://github.com/microsoft/vscode/pull/259254,review.html#pair-3284716913_3284744602,,,,,,,,,,
3382184463_3382313757,B,https://github.com/hathach/tinyusb/pull/3234,https://github.com/hathach/tinyusb/pull/3235,review.html#pair-3382184463_3382313757,,,,,,,,,,
3480730279_3483400885,B,https://github.com/doobidoo/mcp-memory-service/pull/140,https://github.com/doobidoo/mcp-memory-service/pull/145,review.html#pair-3480730279_3483400885,,,,,,,,,,
3749431812_3749435973,B,https://github.com/github/gh-aw/pull/7031,https://github.com/github/gh-aw/pull/7032,review.html#pair-3749431812_3749435973,,,,,,,,,,
3752201420_3763369759,B,https://github.com/AlaSQL/alasql/pull/2404,https://github.com/AlaSQL/alasql/pull/2417,review.html#pair-3752201420_3763369759,,,,,,,,,,
3831036320_3831039782,B,https://github.com/alanjds/drf-nested-routers/pull/386,https://github.com/alanjds/drf-nested-routers/pull/387,review.html#pair-3831036320_3831039782,,,,,,,,,,
3842978352_3842978529,B,https://github.com/Hack23/cia/pull/8270,https://github.com/Hack23/cia/pull/8271,review.html#pair-3842978352_3842978529,,,,,,,,,,
3904975854_3911944604,B,https://github.com/shakacode/react_on_rails/pull/2359,https://github.com/shakacode/react_on_rails/pull/2370,review.html#pair-3904975854_3911944604,,,,,,,,,,
3923120389_3923157699,B,https://github.com/samhotchkiss/otter-camp/pull/692,https://github.com/samhotchkiss/otter-camp/pull/693,review.html#pair-3923120389_3923157699,,,,,,,,,,
3943498499_3943523455,B,https://github.com/shakacode/shakapacker/pull/896,https://github.com/shakacode/shakapacker/pull/902,review.html#pair-3943498499_3943523455,,,,,,,,,,
3943740635_3943752089,B,https://github.com/shakacode/shakapacker/pull/903,https://github.com/shakacode/shakapacker/pull/908,review.html#pair-3943740635_3943752089,,,,,,,,,,
3982979745_3984453488,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1622,https://github.com/zeroclaw-labs/zeroclaw/pull/1658,review.html#pair-3982979745_3984453488,,,,,,,,,,
3984002575_3987563737,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1651,https://github.com/zeroclaw-labs/zeroclaw/pull/1729,review.html#pair-3984002575_3987563737,,,,,,,,,,
4009085630_4009094037,B,https://github.com/erda-project/erda/pull/6717,https://github.com/erda-project/erda/pull/6718,review.html#pair-4009085630_4009094037,,,,,,,,,,
4027703773_4028137778,B,https://github.com/openclaw/openclaw/pull/36030,https://github.com/openclaw/openclaw/pull/36166,review.html#pair-4027703773_4028137778,,,,,,,,,,
4057206310_4062935329,B,https://github.com/anomalyco/opencode/pull/17010,https://github.com/anomalyco/opencode/pull/17149,review.html#pair-4057206310_4062935329,,,,,,,,,,
4101938879_4102325943,B,https://github.com/scukeqi/Wisdom-Weasel/pull/9,https://github.com/scukeqi/Wisdom-Weasel/pull/10,review.html#pair-4101938879_4102325943,,,,,,,,,,
4119151474_4120453208,B,https://github.com/microsoft/apm/pull/419,https://github.com/microsoft/apm/pull/422,review.html#pair-4119151474_4120453208,,,,,,,,,,
3252908985_3252910310,B,https://github.com/obophenotype/cell-ontology/pull/3200,https://github.com/obophenotype/cell-ontology/pull/3201,review.html#pair-3252908985_3252910310,,,,,,,,,,
3360948585_3601867968,B,https://github.com/Open-J-Proxy/ojp/pull/39,https://github.com/Open-J-Proxy/ojp/pull/95,review.html#pair-3360948585_3601867968,,,,,,,,,,
3496492809_3496495417,B,https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet/pull/3341,https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet/pull/3342,review.html#pair-3496492809_3496495417,,,,,,,,,,
3506566064_3506582423,B,https://github.com/DaveSkender/Stock.Indicators/pull/1519,https://github.com/DaveSkender/Stock.Indicators/pull/1520,review.html#pair-3506566064_3506582423,,,,,,,,,,
3541919022_3541964334,B,https://github.com/microsoft/typescript-go/pull/1929,https://github.com/microsoft/typescript-go/pull/1931,review.html#pair-3541919022_3541964334,,,,,,,,,,
3559596985_3559597149,B,https://github.com/timoncool/videosos/pull/108,https://github.com/timoncool/videosos/pull/109,review.html#pair-3559596985_3559597149,,,,,,,,,,
3580440548_3583149456,B,https://github.com/circuit-synth/circuit-synth/pull/483,https://github.com/circuit-synth/circuit-synth/pull/497,review.html#pair-3580440548_3583149456,,,,,,,,,,
3668827631_3668827913,B,https://github.com/dotnet/runtime/pull/121998,https://github.com/dotnet/runtime/pull/121999,review.html#pair-3668827631_3668827913,,,,,,,,,,
3669775751_3669925363,B,https://github.com/github/gh-aw/pull/4910,https://github.com/github/gh-aw/pull/4911,review.html#pair-3669775751_3669925363,,,,,,,,,,
3765315643_3765376397,B,https://github.com/github/gh-aw/pull/7955,https://github.com/github/gh-aw/pull/7963,review.html#pair-3765315643_3765376397,,,,,,,,,,
3769743177_3775803790,B,https://github.com/cgeo/cgeo/pull/17701,https://github.com/cgeo/cgeo/pull/17721,review.html#pair-3769743177_3775803790,,,,,,,,,,
3783299907_3785925727,B,https://github.com/github/gh-aw/pull/9048,https://github.com/github/gh-aw/pull/9151,review.html#pair-3783299907_3785925727,,,,,,,,,,
3786744125_3786975527,B,https://github.com/homeassistant-ai/ha-mcp/pull/397,https://github.com/homeassistant-ai/ha-mcp/pull/399,review.html#pair-3786744125_3786975527,,,,,,,,,,
3820344826_3820345056,B,https://github.com/MetaMask/metamask-extension/pull/39312,https://github.com/MetaMask/metamask-extension/pull/39313,review.html#pair-3820344826_3820345056,,,,,,,,,,
3842978331_3843126553,B,https://github.com/Hack23/cia/pull/8268,https://github.com/Hack23/cia/pull/8274,review.html#pair-3842978331_3843126553,,,,,,,,,,
3842978352_3843126553,B,https://github.com/Hack23/cia/pull/8270,https://github.com/Hack23/cia/pull/8274,review.html#pair-3842978352_3843126553,,,,,,,,,,
3910868061_3911520463,B,https://github.com/modelcontextprotocol/typescript-sdk/pull/1496,https://github.com/modelcontextprotocol/typescript-sdk/pull/1498,review.html#pair-3910868061_3911520463,,,,,,,,,,
3912961887_3913513900,B,https://github.com/openclaw/openclaw/pull/11941,https://github.com/openclaw/openclaw/pull/12082,review.html#pair-3912961887_3913513900,,,,,,,,,,
3914179118_3914277324,B,https://github.com/samhotchkiss/otter-camp/pull/414,https://github.com/samhotchkiss/otter-camp/pull/424,review.html#pair-3914179118_3914277324,,,,,,,,,,
3918049806_3919176002,B,https://github.com/samhotchkiss/otter-camp/pull/498,https://github.com/samhotchkiss/otter-camp/pull/578,review.html#pair-3918049806_3919176002,,,,,,,,,,
3934399420_3934471456,B,https://github.com/samhotchkiss/otter-camp/pull/858,https://github.com/samhotchkiss/otter-camp/pull/870,review.html#pair-3934399420_3934471456,,,,,,,,,,
3938207693_3964335977,B,https://github.com/incidentfox/incidentfox/pull/382,https://github.com/incidentfox/incidentfox/pull/437,review.html#pair-3938207693_3964335977,,,,,,,,,,
3942783032_3942820391,B,https://github.com/assistant-ui/assistant-ui/pull/3299,https://github.com/assistant-ui/assistant-ui/pull/3303,review.html#pair-3942783032_3942820391,,,,,,,,,,
3942783660_3942820391,B,https://github.com/assistant-ui/assistant-ui/pull/3300,https://github.com/assistant-ui/assistant-ui/pull/3303,review.html#pair-3942783660_3942820391,,,,,,,,,,
3942783890_3942820391,B,https://github.com/assistant-ui/assistant-ui/pull/3301,https://github.com/assistant-ui/assistant-ui/pull/3303,review.html#pair-3942783890_3942820391,,,,,,,,,,
3943744469_3943771246,B,https://github.com/shakacode/shakapacker/pull/904,https://github.com/shakacode/shakapacker/pull/911,review.html#pair-3943744469_3943771246,,,,,,,,,,
3943770012_3943838560,B,https://github.com/shakacode/shakapacker/pull/910,https://github.com/shakacode/shakapacker/pull/919,review.html#pair-3943770012_3943838560,,,,,,,,,,
3943771246_3943839570,B,https://github.com/shakacode/shakapacker/pull/911,https://github.com/shakacode/shakapacker/pull/920,review.html#pair-3943771246_3943839570,,,,,,,,,,
3959886494_3960529526,B,https://github.com/samhotchkiss/otter-camp/pull/1125,https://github.com/samhotchkiss/otter-camp/pull/1185,review.html#pair-3959886494_3960529526,,,,,,,,,,
3962358862_3962373782,B,https://github.com/prisma/prisma-next/pull/164,https://github.com/prisma/prisma-next/pull/165,review.html#pair-3962358862_3962373782,,,,,,,,,,
3965639424_3965965683,B,https://github.com/koala73/worldmonitor/pull/138,https://github.com/koala73/worldmonitor/pull/140,review.html#pair-3965639424_3965965683,,,,,,,,,,
3977863134_3977863340,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1486,https://github.com/zeroclaw-labs/zeroclaw/pull/1487,review.html#pair-3977863134_3977863340,,,,,,,,,,
3984349492_3984351246,B,https://github.com/openclaw/openclaw/pull/25559,https://github.com/openclaw/openclaw/pull/25561,review.html#pair-3984349492_3984351246,,,,,,,,,,
3984350414_3984351246,B,https://github.com/openclaw/openclaw/pull/25560,https://github.com/openclaw/openclaw/pull/25561,review.html#pair-3984350414_3984351246,,,,,,,,,,
3987557342_3987717076,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1725,https://github.com/zeroclaw-labs/zeroclaw/pull/1739,review.html#pair-3987557342_3987717076,,,,,,,,,,
3987749958_3987803411,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1744,https://github.com/zeroclaw-labs/zeroclaw/pull/1749,review.html#pair-3987749958_3987803411,,,,,,,,,,
3987803411_3987859569,B,https://github.com/zeroclaw-labs/zeroclaw/pull/1749,https://github.com/zeroclaw-labs/zeroclaw/pull/1751,review.html#pair-3987803411_3987859569,,,,,,,,,,
4007410931_4007412612,B,https://github.com/sipeed/picoclaw/pull/959,https://github.com/sipeed/picoclaw/pull/961,review.html#pair-4007410931_4007412612,,,,,,,,,,
4013528738_4015420523,B,https://github.com/tetsuo-ai/AgenC/pull/1325,https://github.com/tetsuo-ai/AgenC/pull/1327,review.html#pair-4013528738_4015420523,,,,,,,,,,
