pair_id,pr_id_a,pr_id_b,repo_id,pr_number_a,pr_number_b,title_a,title_b,author_a,author_b,author_user_id_a,author_user_id_b,agent_a,agent_b,html_url_a,html_url_b,created_at_a,created_at_b,earlier_pr_id,later_pr_id,temporal_order,evidence_count,evidence_ids,evidence_rule_ids,evidence_types,first_indicator_evidence_id,first_indicator_rule_id,first_indicator_at,candidate_detection_latency_hours,same_author,same_author_basis,prior_comment_awareness,snapshot_reference_flag,prefilter_exclusion_reason,duplicate_label,rater_1_label,rater_2_label,adjudicated_label,adjudicated_master_pr_id,adjudicated_duplicate_pr_id,adjudication_rationale
3660211016_3911944604,3660211016,3911944604,41117523,2116,2370,Fix HTTPX thread-safety issue with thread-local connections for incremental rendering,docs: add merger coordination docs under internal,AbanoubGhadban,justin808,7099193,1118459,Claude_Code,OpenAI_Codex,https://github.com/shakacode/react_on_rails/pull/2116,https://github.com/shakacode/react_on_rails/pull/2370,2025-11-24 19:19:12+00:00,2026-02-08 04:13:38+00:00,3660211016,3911944604,a_before_b,1,inline_review_comment:2778500910,MSR2018-R1,inline_review_comment,inline_review_comment:2778500910,MSR2018-R1,2026-02-08 04:16:59+00:00,0.05583333333333333,False,,False,False,,,,,,,,
3696978574_3696995327,3696978574,3696995327,139199684,19645,19646,feat(azure): add service principal authentication for AzureBlobStorageCredentials,Add SPN authentication support to AzureBlobStorageCredentials,zzstoatzz,devin-ai-integration[bot],31014960,158243242,Claude_Code,Devin,https://github.com/PrefectHQ/prefect/pull/19645,https://github.com/PrefectHQ/prefect/pull/19646,2025-12-04 23:40:51+00:00,2025-12-04 23:51:47+00:00,3696978574,3696995327,a_before_b,1,pr_comment:3617859471,MSR2018-R1,pr_comment,pr_comment:3617859471,MSR2018-R1,2025-12-05 17:40:26+00:00,17.810833333333335,False,,False,False,,,,,,,,
3705235912_3718001064,3705235912,3718001064,355197825,2351,2353,fix: Set tektonhub as the default catalog type for custom Hub URLs,fix: auto-detect hub type when catalog type is empty,pratap0007,zakisk,31416465,49492007,Claude_Code,Claude_Code,https://github.com/tektoncd/pipelines-as-code/pull/2351,https://github.com/tektoncd/pipelines-as-code/pull/2353,2025-12-08 08:29:27+00:00,2025-12-11 06:34:44+00:00,3705235912,3718001064,a_before_b,1,pr_comment:3640538539,MSR2018-R1,pr_comment,pr_comment:3640538539,MSR2018-R1,2025-12-11 07:04:34+00:00,0.49722222222222223,False,,False,False,,,,,,,,
3726562705_4026369275,3726562705,4026369275,633927609,6667,7991,fix(faithfulness): handle missing verdicts and prevent invalid scores,fix(matchers): handle missing context-faithfulness verdicts,Copilot,typpo,198982749,310310,Copilot,OpenAI_Codex,https://github.com/promptfoo/promptfoo/pull/6667,https://github.com/promptfoo/promptfoo/pull/7991,2025-12-14 00:42:04+00:00,2026-03-05 07:20:34+00:00,3726562705,4026369275,a_before_b,1,pr_comment:4006517878,MSR2018-R1,pr_comment,pr_comment:4006517878,MSR2018-R1,2026-03-05 17:23:03+00:00,10.04138888888889,False,,False,False,,,,,,,,
3739240022_3942500031,3739240022,3942500031,45936895,107744,108713,Reader: Fix subscribe button hidden when only feed_URL available,Reader: Fix subscribe button hidden when only subscribe_URL available,Copilot,robertbpugh,198982749,52668747,Copilot,Claude_Code,https://github.com/Automattic/wp-calypso/pull/107744,https://github.com/Automattic/wp-calypso/pull/108713,2025-12-17 14:55:26+00:00,2026-02-14 22:34:21+00:00,3739240022,3942500031,a_before_b,1,pr_comment:3902710763,MSR2018-R1,pr_comment,pr_comment:3902710763,MSR2018-R1,2026-02-14 22:40:58+00:00,0.11027777777777778,False,,False,False,,,,,,,,
3739438728_3942500031,3739438728,3942500031,45936895,107748,108713,READ-250: Fix subscribe button disappearing on reload for feeds with invalid URLs,Reader: Fix subscribe button hidden when only subscribe_URL available,Copilot,robertbpugh,198982749,52668747,Copilot,Claude_Code,https://github.com/Automattic/wp-calypso/pull/107748,https://github.com/Automattic/wp-calypso/pull/108713,2025-12-17 15:45:43+00:00,2026-02-14 22:34:21+00:00,3739438728,3942500031,a_before_b,1,pr_comment:3902727761,MSR2018-R1,pr_comment,pr_comment:3902727761,MSR2018-R1,2026-02-14 22:48:54+00:00,0.2425,False,,False,False,,,,,,,,
3744507677_3744508721,3744507677,3744508721,139199684,19872,19873,docs: Add release notes for 3.6.7,fix: restore netloc-based credential formatting for YAML deployments,devin-ai-integration[bot],zzstoatzz,158243242,31014960,Devin,Claude_Code,https://github.com/PrefectHQ/prefect/pull/19872,https://github.com/PrefectHQ/prefect/pull/19873,2025-12-18 19:19:23+00:00,2025-12-18 19:19:37+00:00,3744507677,3744508721,a_before_b,1,inline_review_comment:2632396856,MSR2018-R2,inline_review_comment,inline_review_comment:2632396856,MSR2018-R2,2025-12-18 19:35:27+00:00,0.2638888888888889,False,,False,False,,,,,,,,
3755549346_3755906803,3755549346,3755906803,1110222585,154,169,fix: hide status badge when execution phase badge is showing,fix: settings persistence for Python and auto-build paths,AndyMik90,possebon,119136210,257745,Claude_Code,Claude_Code,https://github.com/AndyMik90/Aperant/pull/154,https://github.com/AndyMik90/Aperant/pull/169,2025-12-22 23:31:32+00:00,2025-12-23 03:36:15+00:00,3755549346,3755906803,a_before_b,1,pr_comment:3686205050,MSR2018-R1,pr_comment,pr_comment:3686205050,MSR2018-R1,2025-12-23 11:05:33+00:00,7.488333333333333,False,,False,False,,,,,,,,
3772135990_3775557235,3772135990,3775557235,1087772670,344,353,fix: correct Claude Code CLI parameter ordering for streaming,fix: use claude CLI directly with npx fallback,Copilot,breaking-brake,198982749,76818625,Copilot,Claude_Code,https://github.com/breaking-brake/cc-wf-studio/pull/344,https://github.com/breaking-brake/cc-wf-studio/pull/353,2025-12-31 06:53:47+00:00,2026-01-02 04:16:47+00:00,3772135990,3775557235,a_before_b,1,pr_comment:3705216826,MSR2018-R1,pr_comment,pr_comment:3705216826,MSR2018-R1,2026-01-02 12:20:15+00:00,8.057777777777778,False,,False,False,,,,,,,,
3774890444_3774895443,3774890444,3774895443,442321089,1345,1346,test: add webhook signature verification tests,Add end-to-end webhook signature verification tests,riderx,Copilot,4084527,198982749,Claude_Code,Copilot,https://github.com/Cap-go/capgo/pull/1345,https://github.com/Cap-go/capgo/pull/1346,2026-01-01 16:42:21+00:00,2026-01-01 16:47:24+00:00,3774890444,3774895443,a_before_b,1,pr_comment:3705419228,MSR2018-R1,pr_comment,pr_comment:3705419228,MSR2018-R1,2026-01-02 14:15:22+00:00,21.46611111111111,False,,False,False,,,,,,,,
3790754258_3790771546,3790754258,3790771546,138056882,190,191,Remove Performance/UnfreezeString cop,Remove Performance/UnfreezeString cop following Rails PR #50113,google-labs-jules[bot],Copilot,161369871,198982749,Google_Jules,Copilot,https://github.com/toshimaru/rubocop-rails_config/pull/190,https://github.com/toshimaru/rubocop-rails_config/pull/191,2026-01-08 00:03:51+00:00,2026-01-08 00:13:58+00:00,3790754258,3790771546,a_before_b,1,pr_comment:3726500726,MSR2018-R1,pr_comment,pr_comment:3726500726,MSR2018-R1,2026-01-09 00:22:25+00:00,24.140833333333333,False,,False,False,,,,,,,,
3824635502_3824690213,3824635502,3824690213,1103012935,1079,1082,TUI: refresh token counts after agent runs complete,fix(tui): refresh token counter after agent runs complete,d-ploutarchos,YuriNachos,72011675,19365375,Claude_Code,Claude_Code,https://github.com/openclaw/openclaw/pull/1079,https://github.com/openclaw/openclaw/pull/1082,2026-01-17 07:43:13+00:00,2026-01-17 08:28:28+00:00,3824635502,3824690213,a_before_b,1,pr_comment:3762913252,MSR2018-R1,pr_comment,pr_comment:3762913252,MSR2018-R1,2026-01-17 08:44:26+00:00,0.26611111111111113,False,,False,False,,,,,,,,
3835215714_3857777438,3835215714,3857777438,1133647197,39,53,Mcp CLI republication,Adds Airflow API Skill,jlaneve,schnie,5252587,1036482,Cursor,Claude_Code,https://github.com/astronomer/agents/pull/39,https://github.com/astronomer/agents/pull/53,2026-01-20 19:57:41+00:00,2026-01-26 21:38:27+00:00,3835215714,3857777438,a_before_b,1,pr_comment:3821271600,MSR2018-R1,pr_comment,pr_comment:3821271600,MSR2018-R1,2026-01-30 01:24:51+00:00,75.77333333333333,False,,False,False,,,,,,,,
3857255903_3857717015,3857255903,3857717015,662334952,149,150,[exa-py]: Remove github from known categories list,feat(exa-py): add Category literal type and code-first type alias extraction,devin-ai-integration[bot],MiguelAtExa,158243242,243666302,Devin,Claude_Code,https://github.com/exa-labs/exa-py/pull/149,https://github.com/exa-labs/exa-py/pull/150,2026-01-26 19:03:02+00:00,2026-01-26 21:22:21+00:00,3857255903,3857717015,a_before_b,1,pr_comment:3801927239,MSR2018-R1,pr_comment,pr_comment:3801927239,MSR2018-R1,2026-01-26 21:51:06+00:00,0.4791666666666667,False,,False,False,,,,,,,,
3870052868_3870134092,3870052868,3870134092,918041112,64,65,Add MLX Package Trait to reduce dependency footprint,Package.swift dependency traits,rudrankriyam,cursor[bot],30552772,206951365,Claude_Code,Cursor,https://github.com/rryam/VecturaKit/pull/64,https://github.com/rryam/VecturaKit/pull/65,2026-01-29 10:58:16+00:00,2026-01-29 11:18:23+00:00,3870052868,3870134092,a_before_b,1,pr_comment:3817044536,MSR2018-R1,pr_comment,pr_comment:3817044536,MSR2018-R1,2026-01-29 11:24:21+00:00,0.09944444444444445,False,,False,False,,,,,,,,
3874071915_4067298233,3874071915,4067298233,1032419366,181,243,Add log_text method to handle string values in experiment tracking,fix: reduce WandB/MLFlow logging noise,Copilot,LakshyAAAgrawal,198982749,16065837,Copilot,Claude_Code,https://github.com/gepa-ai/gepa/pull/181,https://github.com/gepa-ai/gepa/pull/243,2026-01-30 05:43:28+00:00,2026-03-12 21:11:41+00:00,3874071915,4067298233,a_before_b,1,pr_comment:4073149969,MSR2018-R1,pr_comment,pr_comment:4073149969,MSR2018-R1,2026-03-17 08:19:05+00:00,107.12333333333333,False,,False,False,,,,,,,,
3895119837_4042574650,3895119837,4042574650,1103012935,8644,40385,Fix Control UI asset resolution for global installs,gateway: fix global Control UI 404s for symlinked wrappers and bundled package roots,codvik,velvet-shark,85493949,126378,OpenAI_Codex,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/8644,https://github.com/openclaw/openclaw/pull/40385,2026-02-04 07:33:21+00:00,2026-03-09 00:21:10+00:00,3895119837,4042574650,a_before_b,1,pr_comment:4020439916,MSR2018-R1,pr_comment,pr_comment:4020439916,MSR2018-R1,2026-03-09 00:50:12+00:00,0.48388888888888887,False,,False,False,,,,,,,,
3907539357_3914032536,3907539357,3914032536,1103012935,10536,12229,fix: update DEFAULT_CONTEXT_TOKENS to 1M for Opus 4.6,fix: update DEFAULT_CONTEXT_TOKENS from 200K to 1M for Opus 4.6,jbold,Yida-Dev,374123,92713555,Claude_Code,Claude_Code,https://github.com/openclaw/openclaw/pull/10536,https://github.com/openclaw/openclaw/pull/12229,2026-02-06 16:36:24+00:00,2026-02-09 01:35:42+00:00,3907539357,3914032536,a_before_b,1,pr_comment:3869394948,MSR2018-R1,pr_comment,pr_comment:3869394948,MSR2018-R1,2026-02-09 05:22:32+00:00,3.7805555555555554,False,,False,False,,,,,,,,
3908134994_3985379801,3908134994,3985379801,17165658,54184,54453,[SPARK-46168][PS] Implementation of idxmin Axis argument ,[SPARK-46168][PS] Implementation of idxmin Axis argument,devin-petersohn,sfc-gh-dpetersohn,10732128,149107610,Claude_Code,Claude_Code,https://github.com/apache/spark/pull/54184,https://github.com/apache/spark/pull/54453,2026-02-06 19:28:03+00:00,2026-02-24 19:10:24+00:00,3908134994,3985379801,a_before_b,1,pr_comment:3954187204,MSR2018-R1,pr_comment,pr_comment:3954187204,MSR2018-R1,2026-02-24 19:11:10+00:00,0.012777777777777779,False,,False,False,,,,,,,,
3908195023_3913251948,3908195023,3913251948,290969078,1380,1381,fix(storage3): replace print() with warnings.warn() for trailing slash notice,fix(storage3): replace trailing-slash print notice with warning,bishnubista,Dodothereal,9377828,129273127,Claude_Code,OpenAI_Codex,https://github.com/supabase/supabase-py/pull/1380,https://github.com/supabase/supabase-py/pull/1381,2026-02-06 19:47:45+00:00,2026-02-08 18:20:07+00:00,3908195023,3913251948,a_before_b,2,pr_comment:3868004441;pr_comment:3868004441,MSR2018-R1;MSR2018-R2,pr_comment,pr_comment:3868004441,MSR2018-R1,2026-02-08 19:08:25+00:00,0.805,False,,False,False,,,,,,,,
3912131783_3914148882,3912131783,3914148882,155220641,43831,43850,[docs] Remove pipeline() examples from summarization/translation tasks,Remove stale pipeline inference examples from v5 task docs,Mr-Neutr0n,weiguangli-io,64578610,61958072,Claude_Code,OpenAI_Codex,https://github.com/huggingface/transformers/pull/43831,https://github.com/huggingface/transformers/pull/43850,2026-02-08 06:39:23+00:00,2026-02-09 02:34:44+00:00,3912131783,3914148882,a_before_b,1,pr_comment:3871407728,MSR2018-R1,pr_comment,pr_comment:3871407728,MSR2018-R1,2026-02-09 12:24:03+00:00,9.821944444444444,False,,False,False,,,,,,,,
3914206460_3914224140,3914206460,3914224140,1903522,21174,21175,Optimize hash_pbkdf2() by reusing HMAC contexts,Optimize hash_pbkdf2() by reusing HMAC contexts,gregPDN,gregharmon,83595537,9166584,OpenAI_Codex,OpenAI_Codex,https://github.com/php/php-src/pull/21174,https://github.com/php/php-src/pull/21175,2026-02-09 03:04:20+00:00,2026-02-09 03:12:45+00:00,3914206460,3914224140,a_before_b,2,pr_comment:3869051521;pr_comment:3869052214,MSR2018-R1;MSR2018-R1,pr_comment,pr_comment:3869051521,MSR2018-R1,2026-02-09 03:12:54+00:00,0.0025,False,,False,False,,,,,,,,
3914781453_3919484350,3914781453,3919484350,188836864,19037,19064,ci: tolerate consensus spec test download failure,ci: Add path filtering to workflows and clarify RPC test failures,anacrolix,Copilot,988750,198982749,Claude_Code,Copilot,https://github.com/erigontech/erigon/pull/19037,https://github.com/erigontech/erigon/pull/19064,2026-02-09 06:53:17+00:00,2026-02-10 05:10:30+00:00,3914781453,3919484350,a_before_b,1,pr_comment:3876522358,MSR2018-R1,pr_comment,pr_comment:3876522358,MSR2018-R1,2026-02-10 09:47:09+00:00,4.610833333333333,False,,False,False,,,,,,,,
3928863324_3929450045,3928863324,3929450045,2375854,827,828,Simplify and document SCFPotential.c for spherical harmonics abstraction,Simplify SCFPotential.c for spherical harmonics abstraction,Copilot,jobovy,198982749,1044876,Copilot,Claude_Code,https://github.com/jobovy/galpy/pull/827,https://github.com/jobovy/galpy/pull/828,2026-02-11 21:58:38+00:00,2026-02-12 01:52:10+00:00,3928863324,3929450045,a_before_b,1,pr_comment:3893587809,MSR2018-R1,pr_comment,pr_comment:3893587809,MSR2018-R1,2026-02-12 21:50:23+00:00,19.970277777777778,False,,False,False,,,,,,,,
3942174121_3961781641,3942174121,3961781641,1012625755,528,564,Add comprehensive worktree support across wrapper/corehooks/both,Add core hooks support and worktree coverage,svarlamov,jwiegley,10859025,8460,OpenAI_Codex,OpenAI_Codex,https://github.com/git-ai-project/git-ai/pull/528,https://github.com/git-ai-project/git-ai/pull/564,2026-02-14 19:59:30+00:00,2026-02-19 09:10:51+00:00,3942174121,3961781641,a_before_b,1,pr_comment:3929478064,MSR2018-R1,pr_comment,pr_comment:3929478064,MSR2018-R1,2026-02-19 19:33:56+00:00,10.384722222222223,False,,False,False,,,,,,,,
3942432982_3943796277,3942432982,3943796277,85431399,891,917,fix: add privateOutputPath computed property to JS config,Supersede #902: privateOutputPath export with lint unblock,ihabadham,justin808,71561048,1118459,Claude_Code,OpenAI_Codex,https://github.com/shakacode/shakapacker/pull/891,https://github.com/shakacode/shakapacker/pull/917,2026-02-14 21:55:11+00:00,2026-02-15 10:57:52+00:00,3942432982,3943796277,a_before_b,1,pr_comment:3905232878,MSR2018-R1,pr_comment,pr_comment:3905232878,MSR2018-R1,2026-02-15 21:40:25+00:00,10.709166666666667,False,,False,False,,,,,,,,
3975024594_3975818772,3975024594,3975818772,41117523,2476,2478,Fix RSC WebpackLoader not added when using SWC transpiler,Fix doctor false positives and stabilize default RSC starter,AbanoubGhadban,justin808,7099193,1118459,Claude_Code,OpenAI_Codex,https://github.com/shakacode/react_on_rails/pull/2476,https://github.com/shakacode/react_on_rails/pull/2478,2026-02-22 17:02:10+00:00,2026-02-23 00:48:40+00:00,3975024594,3975818772,a_before_b,1,pr_comment:4027457373,MSR2018-R2,pr_comment,pr_comment:4027457373,MSR2018-R2,2026-03-09 22:56:23+00:00,358.1286111111111,False,,False,False,,,,,,,,
3977235894_3977334181,3977235894,3977334181,1152549012,6,8,Fix wrangler Dockerfile reference,Follow-up fixes for Cloudflare one-click deployment,JM-2023,TastyHeadphones,136283672,76083688,OpenAI_Codex,OpenAI_Codex,https://github.com/Lakr233/AssppWeb/pull/6,https://github.com/Lakr233/AssppWeb/pull/8,2026-02-23 09:42:54+00:00,2026-02-23 10:05:18+00:00,3977235894,3977334181,a_before_b,1,pr_comment:3944823487,MSR2018-R1,pr_comment,pr_comment:3944823487,MSR2018-R1,2026-02-23 13:34:38+00:00,3.488888888888889,False,,False,False,,,,,,,,
3983565651_4101350724,3983565651,4101350724,155790228,7536,7645,ST05: fix dropping expression CTEs from WITH clause,Fix ST05 dropping expression CTEs in WITH clause,Copilot,shauneccles,198982749,21007065,Copilot,Claude_Code,https://github.com/sqlfluff/sqlfluff/pull/7536,https://github.com/sqlfluff/sqlfluff/pull/7645,2026-02-24 12:51:34+00:00,2026-03-19 12:25:26+00:00,3983565651,4101350724,a_before_b,1,pr_comment:4093508665,MSR2018-R1,pr_comment,pr_comment:4093508665,MSR2018-R1,2026-03-19 21:48:30+00:00,9.384444444444444,False,,False,False,,,,,,,,
3988039659_4006985033,3988039659,4006985033,946895816,1294,1312,feat: Subqueries in SELECT for hierarchical data (includes),Recursive includes exploration,kevin-dp,samwillis,17384006,31130,Claude_Code,Cursor,https://github.com/TanStack/db/pull/1294,https://github.com/TanStack/db/pull/1312,2026-02-25 08:45:04+00:00,2026-03-01 11:35:16+00:00,3988039659,4006985033,a_before_b,1,pr_comment:4118249434,MSR2018-R1,pr_comment,pr_comment:4118249434,MSR2018-R1,2026-03-24 13:21:50+00:00,553.7761111111112,False,,False,False,,,,,,,,
